from_seq	to_seq	event	block	trial	reps	appr	stim	tilt	image	cat	response	rt	set_id	sust	type	placebo	approach_tilt
638	639	trial	2	73	6	yes	p40_control	right	p40_control_right	control	1	849	183	TRUE	train	FALSE	right
642	643	trial	2	74	5	no	p40_test	left	p40_test_left	test	1	810	183	TRUE	train	FALSE	right
646	647	trial	2	75	6	yes	a55_control	right	a55_control_right	control	1	961	183	TRUE	train	FALSE	right
650	651	trial	2	76	1	yes	a21_control	right	a21_control_right	control	1	802	183	TRUE	train	FALSE	right
654	655	trial	2	77	1	no	p40_test	left	p40_test_left	test	1	984	183	TRUE	train	FALSE	right
658	659	trial	2	78	6	yes	p58_control	right	p58_control_right	control	1	687	183	TRUE	train	FALSE	right
662	663	trial	2	79	6	yes	a7_control	right	a7_control_right	control	1	718	183	TRUE	train	FALSE	right
666	667	trial	2	80	2	no	p40_test	left	p40_test_left	test	1	776	183	TRUE	train	FALSE	right
670	671	trial	2	81	6	no	a7_test	left	a7_test_left	test	1	935	183	TRUE	train	FALSE	right
674	675	trial	2	82	1	yes	a2_control	right	a2_control_right	control	1	916	183	TRUE	train	FALSE	right
678	679	trial	2	83	4	no	a2_test	left	a2_test_left	test	1	916	183	TRUE	train	FALSE	right
682	683	trial	2	84	1	no	a23_test	left	a23_test_left	test	1	807	183	TRUE	train	FALSE	right
686	687	trial	2	85	3	yes	p59_control	right	p59_control_right	control	1	637	183	TRUE	train	FALSE	right
690	691	trial	2	86	3	no	a23_test	left	a23_test_left	test	1	754	183	TRUE	train	FALSE	right
694	695	trial	2	87	1	yes	p65_control	right	p65_control_right	control	1	654	183	TRUE	train	FALSE	right
698	699	trial	2	88	3	yes	p40_control	right	p40_control_right	control	1	522	183	FALSE	train	FALSE	right
703	704	trial	2	89	6	yes	a2_control	right	a2_control_right	control	1	816	183	TRUE	train	FALSE	right
707	708	trial	2	90	3	yes	a2_control	right	a2_control_right	control	1	876	183	TRUE	train	FALSE	right
711	712	trial	2	91	3	no	a55_test	left	a55_test_left	test	1	1243	183	TRUE	train	FALSE	right
715	716	trial	2	92	7	no	a7_test	left	a7_test_left	test	1	965	183	TRUE	train	FALSE	right
719	720	trial	2	93	3	yes	a23_control	right	a23_control_right	control	1	610	183	TRUE	train	FALSE	right
723	724	trial	2	94	2	yes	a21_control	right	a21_control_right	control	1	604	183	TRUE	train	FALSE	right
727	728	trial	2	95	0	yes	p8_control	right	p8_control_right	control	1	618	183	TRUE	train	FALSE	right
735	736	trial	3	0	1	no	p65_test	left	p65_test_left	test	1	872	183	TRUE	train	FALSE	right
739	740	trial	3	1	3	no	a7_test	left	a7_test_left	test	1	685	183	TRUE	train	FALSE	right
743	744	trial	3	2	1	yes	p59_control	right	p59_control_right	control	1	561	183	TRUE	train	FALSE	right
747	748	trial	3	3	4	yes	p59_control	right	p59_control_right	control	1	568	183	TRUE	train	FALSE	right
751	752	trial	3	4	2	no	p65_test	left	p65_test_left	test	1	681	183	TRUE	train	FALSE	right
755	756	trial	3	5	5	yes	a2_control	right	a2_control_right	control	1	551	183	TRUE	train	FALSE	right
759	760	trial	3	6	0	yes	p40_control	right	p40_control_right	control	1	598	183	TRUE	train	FALSE	right
763	764	trial	3	7	5	no	a29_test	left	a29_test_left	test	1	731	183	TRUE	train	FALSE	right
767	768	trial	3	8	6	yes	a23_control	right	a23_control_right	control	1	683	183	TRUE	train	FALSE	right
771	772	trial	3	9	2	no	a23_test	left	a23_test_left	test	1	1206	183	TRUE	train	FALSE	right
775	776	trial	3	10	3	yes	a21_control	right	a21_control_right	control	1	1337	183	TRUE	train	FALSE	right
779	780	trial	3	11	2	yes	a55_control	right	a55_control_right	control	1	1329	183	TRUE	train	FALSE	right
783	784	trial	3	12	2	no	p59_test	left	p59_test_left	test	1	755	183	TRUE	train	FALSE	right
787	788	trial	3	13	1	no	a21_test	left	a21_test_left	test	1	669	183	TRUE	train	FALSE	right
791	792	trial	3	14	7	yes	p40_control	right	p40_control_right	control	1	772	183	TRUE	train	FALSE	right
795	796	trial	3	15	3	yes	a29_control	right	a29_control_right	control	1	753	183	TRUE	train	FALSE	right
799	800	trial	3	16	4	yes	a23_control	right	a23_control_right	control	1	1190	183	TRUE	train	FALSE	right
803	804	trial	3	17	6	no	a55_test	left	a55_test_left	test	1	766	183	TRUE	train	FALSE	right
807	808	trial	3	18	4	no	a23_test	left	a23_test_left	test	1	570	183	TRUE	train	FALSE	right
811	812	trial	3	19	3	yes	a7_control	right	a7_control_right	control	2	777	183	FALSE	train	FALSE	right
816	817	trial	3	20	6	no	p8_test	left	p8_test_left	test	1	658	183	TRUE	train	FALSE	right
820	821	trial	3	21	3	yes	p58_control	right	p58_control_right	control	1	698	183	TRUE	train	FALSE	right
824	825	trial	3	22	2	no	p8_test	left	p8_test_left	test	1	874	183	TRUE	train	FALSE	right
828	829	trial	3	23	5	yes	p8_control	right	p8_control_right	control	1	985	183	TRUE	train	FALSE	right
832	833	trial	3	24	2	no	a29_test	left	a29_test_left	test	2	27	183	TRUE	train	FALSE	right
838	839	trial	3	25	4	no	p40_test	left	p40_test_left	test	1	613	183	TRUE	train	FALSE	right
842	843	trial	3	26	5	no	a23_test	left	a23_test_left	test	1	544	183	TRUE	train	FALSE	right
846	847	trial	3	27	7	no	p67_test	left	p67_test_left	test	1	729	183	TRUE	train	FALSE	right
850	851	trial	3	28	6	yes	p8_control	right	p8_control_right	control	1	883	183	TRUE	train	FALSE	right
854	855	trial	3	29	0	no	a7_test	left	a7_test_left	test	1	708	183	TRUE	train	FALSE	right
858	859	trial	3	30	4	yes	p8_control	right	p8_control_right	control	1	1024	183	TRUE	train	FALSE	right
862	863	trial	3	31	2	no	p67_test	left	p67_test_left	test	1	614	183	TRUE	train	FALSE	right
866	867	trial	3	32	3	no	p67_test	left	p67_test_left	test	1	476	183	TRUE	train	FALSE	right
870	871	trial	3	33	4	yes	a21_control	right	a21_control_right	control	2	347	183	FALSE	train	FALSE	right
875	876	trial	3	34	2	yes	p59_control	right	p59_control_right	control	1	1014	183	TRUE	train	FALSE	right
879	880	trial	3	35	4	no	a7_test	left	a7_test_left	test	1	648	183	TRUE	train	FALSE	right
883	884	trial	3	36	0	no	a55_test	left	a55_test_left	test	1	2213	183	TRUE	train	FALSE	right
887	888	trial	3	37	0	yes	a21_control	right	a21_control_right	control	1	911	183	TRUE	train	FALSE	right
891	892	trial	3	38	7	yes	a23_control	right	a23_control_right	control	1	697	183	TRUE	train	FALSE	right
895	896	trial	3	39	5	yes	p40_control	right	p40_control_right	control	1	667	183	TRUE	train	FALSE	right
899	900	trial	3	40	7	yes	a21_control	right	a21_control_right	control	1	610	183	TRUE	train	FALSE	right
903	904	trial	3	41	7	no	p8_test	left	p8_test_left	test	1	905	183	FALSE	train	FALSE	right
912	913	trial	3	42	4	yes	p65_control	right	p65_control_right	control	1	632	183	TRUE	train	FALSE	right
916	917	trial	3	43	1	no	p8_test	left	p8_test_left	test	1	1331	183	TRUE	train	FALSE	right
920	921	trial	3	44	7	yes	a29_control	right	a29_control_right	control	1	661	183	TRUE	train	FALSE	right
924	925	trial	3	45	0	no	p58_test	left	p58_test_left	test	1	670	183	TRUE	train	FALSE	right
928	929	trial	3	46	7	no	p65_test	left	p65_test_left	test	1	865	183	TRUE	train	FALSE	right
932	933	trial	3	47	6	no	a23_test	left	a23_test_left	test	1	793	183	TRUE	train	FALSE	right
936	937	trial	3	48	2	yes	p40_control	right	p40_control_right	control	2	22	183	FALSE	train	FALSE	right
941	942	trial	3	49	6	no	p65_test	left	p65_test_left	test	1	728	183	TRUE	train	FALSE	right
945	946	trial	3	50	7	yes	p65_control	right	p65_control_right	control	1	626	183	TRUE	train	FALSE	right
949	950	trial	3	51	1	no	a7_test	left	a7_test_left	test	1	881	183	TRUE	train	FALSE	right
953	954	trial	3	52	5	no	a55_test	left	a55_test_left	test	1	1169	183	TRUE	train	FALSE	right
957	958	trial	3	53	2	yes	a2_control	right	a2_control_right	control	1	1039	183	TRUE	train	FALSE	right
961	962	trial	3	54	0	yes	p59_control	right	p59_control_right	control	1	649	183	TRUE	train	FALSE	right
965	966	trial	3	55	7	no	a55_test	left	a55_test_left	test	1	1887	183	FALSE	train	FALSE	right
973	974	trial	3	56	5	yes	p67_control	right	p67_control_right	control	1	615	183	TRUE	train	FALSE	right
977	978	trial	3	57	4	no	p65_test	left	p65_test_left	test	1	1569	183	TRUE	train	FALSE	right
981	982	trial	3	58	7	yes	p67_control	right	p67_control_right	control	1	618	183	TRUE	train	FALSE	right
985	986	trial	3	59	0	yes	p65_control	right	p65_control_right	control	1	710	183	TRUE	train	FALSE	right
989	990	trial	3	60	7	yes	p8_control	right	p8_control_right	control	1	773	183	TRUE	train	FALSE	right
993	994	trial	3	61	7	no	p59_test	left	p59_test_left	test	1	772	183	TRUE	train	FALSE	right
997	998	trial	3	62	6	no	a2_test	left	a2_test_left	test	2	1191	183	FALSE	train	FALSE	right
1002	1003	trial	3	63	6	no	p58_test	left	p58_test_left	test	1	583	183	TRUE	train	FALSE	right
1006	1007	trial	3	64	5	no	p58_test	left	p58_test_left	test	1	659	183	TRUE	train	FALSE	right
1010	1011	trial	3	65	5	yes	a7_control	right	a7_control_right	control	2	716	183	TRUE	train	FALSE	right
1016	1017	trial	3	66	2	yes	p67_control	right	p67_control_right	control	1	806	183	TRUE	train	FALSE	right
1020	1021	trial	3	67	1	yes	p40_control	right	p40_control_right	control	1	655	183	TRUE	train	FALSE	right
1024	1025	trial	3	68	7	no	a29_test	left	a29_test_left	test	1	918	183	TRUE	train	FALSE	right
1028	1029	trial	3	69	7	no	p40_test	left	p40_test_left	test	2	883	183	TRUE	train	FALSE	right
1034	1035	trial	3	70	3	yes	a55_control	right	a55_control_right	control	1	812	183	TRUE	train	FALSE	right
1038	1039	trial	3	71	0	yes	a7_control	right	a7_control_right	control	1	720	183	TRUE	train	FALSE	right
1042	1043	trial	3	72	4	no	p67_test	left	p67_test_left	test	1	798	183	TRUE	train	FALSE	right
1046	1047	trial	3	73	1	yes	a7_control	right	a7_control_right	control	2	866	183	FALSE	train	FALSE	right
1051	1052	trial	3	74	3	no	a2_test	left	a2_test_left	test	1	834	183	TRUE	train	FALSE	right
1055	1056	trial	3	75	1	yes	a29_control	right	a29_control_right	control	1	733	183	FALSE	train	FALSE	right
1061	1062	trial	3	76	4	yes	a7_control	right	a7_control_right	control	1	881	183	TRUE	train	FALSE	right
1065	1066	trial	3	77	5	yes	p65_control	right	p65_control_right	control	1	1168	183	TRUE	train	FALSE	right
1069	1070	trial	3	78	7	yes	a7_control	right	a7_control_right	control	1	674	183	TRUE	train	FALSE	right
1073	1074	trial	3	79	7	no	a2_test	left	a2_test_left	test	1	803	183	TRUE	train	FALSE	right
1077	1078	trial	3	80	3	no	p40_test	left	p40_test_left	test	1	1129	183	TRUE	train	FALSE	right
1081	1082	trial	3	81	0	no	p40_test	left	p40_test_left	test	1	712	183	TRUE	train	FALSE	right
1085	1086	trial	3	82	3	yes	p67_control	right	p67_control_right	control	1	746	183	FALSE	train	FALSE	right
1090	1091	trial	3	83	2	no	a21_test	left	a21_test_left	test	1	1113	183	TRUE	train	FALSE	right
1094	1095	trial	3	84	1	yes	p67_control	right	p67_control_right	control	1	1229	183	TRUE	train	FALSE	right
1098	1099	trial	3	85	3	no	p8_test	left	p8_test_left	test	1	1149	183	TRUE	train	FALSE	right
1102	1103	trial	3	86	6	yes	a29_control	right	a29_control_right	control	1	1157	183	TRUE	train	FALSE	right
1106	1107	trial	3	87	1	yes	p58_control	right	p58_control_right	control	1	1036	183	TRUE	train	FALSE	right
1110	1111	trial	3	88	0	no	a2_test	left	a2_test_left	test	1	1141	183	TRUE	train	FALSE	right
1114	1115	trial	3	89	5	no	p59_test	left	p59_test_left	test	1	1022	183	TRUE	train	FALSE	right
1118	1119	trial	3	90	4	no	p8_test	left	p8_test_left	test	1	775	183	TRUE	train	FALSE	right
1122	1123	trial	3	91	3	yes	p65_control	right	p65_control_right	control	1	695	183	FALSE	train	FALSE	right
1127	1128	trial	3	92	1	no	a2_test	left	a2_test_left	test	1	793	183	TRUE	train	FALSE	right
1131	1132	trial	3	93	5	no	p67_test	left	p67_test_left	test	1	823	183	TRUE	train	FALSE	right
1135	1136	trial	3	94	7	yes	a2_control	right	a2_control_right	control	2	776	183	TRUE	train	FALSE	right
1141	1142	trial	3	95	3	no	a21_test	left	a21_test_left	test	1	1449	183	TRUE	train	FALSE	right
12	13	trial	0	0	2	no	practice_control	left	practice_control_left	control	1	619	184	FALSE	practice	TRUE	right
17	18	trial	0	1	2	yes	practice_test	right	practice_test_right	test	1	502	184	TRUE	practice	TRUE	right
21	22	trial	0	2	0	no	practice_test	left	practice_test_left	test	1	586	184	TRUE	practice	TRUE	right
25	26	trial	0	3	0	yes	practice_control	right	practice_control_right	control	2	788	184	TRUE	practice	TRUE	right
31	32	trial	0	4	1	no	practice_test	left	practice_test_left	test	1	559	184	TRUE	practice	TRUE	right
35	36	trial	0	5	1	no	practice_control	left	practice_control_left	control	1	956	184	TRUE	practice	TRUE	right
39	40	trial	0	6	2	yes	practice_control	right	practice_control_right	control	1	636	184	TRUE	practice	TRUE	right
43	44	trial	0	7	0	yes	practice_test	right	practice_test_right	test	1	1045	184	TRUE	practice	TRUE	right
47	48	trial	0	8	2	no	practice_test	left	practice_test_left	test	1	662	184	TRUE	practice	TRUE	right
51	52	trial	0	9	1	yes	practice_control	right	practice_control_right	control	1	1425	184	TRUE	practice	TRUE	right
55	56	trial	0	10	1	yes	practice_test	right	practice_test_right	test	1	785	184	TRUE	practice	TRUE	right
59	60	trial	0	11	0	no	practice_control	left	practice_control_left	control	1	775	184	TRUE	practice	TRUE	right
67	68	trial	1	0	1	no	a5_control	left	a5_control_left	control	1	1123	184	TRUE	assess	TRUE	right
71	72	trial	1	1	1	yes	p13_test	right	p13_test_right	test	1	582	184	TRUE	assess	TRUE	right
75	76	trial	1	2	0	no	a34_test	left	a34_test_left	test	1	798	184	TRUE	assess	TRUE	right
79	80	trial	1	3	0	no	p35_control	left	p35_control_left	control	2	796	184	TRUE	assess	TRUE	right
85	86	trial	1	4	1	yes	a5_test	right	a5_test_right	test	1	855	184	TRUE	assess	TRUE	right
89	90	trial	1	5	0	yes	a2_test	right	a2_test_right	test	1	1146	184	TRUE	assess	TRUE	right
93	94	trial	1	6	1	no	p40_control	left	p40_control_left	control	1	1437	184	TRUE	assess	TRUE	right
97	98	trial	1	7	0	yes	p35_test	right	p35_test_right	test	1	891	184	TRUE	assess	TRUE	right
101	102	trial	1	8	1	yes	a2_test	right	a2_test_right	test	1	1026	184	TRUE	assess	TRUE	right
105	106	trial	1	9	1	no	p13_control	left	p13_control_left	control	1	1131	184	TRUE	assess	TRUE	right
109	110	trial	1	10	0	yes	a34_control	right	a34_control_right	control	1	571	184	TRUE	assess	TRUE	right
113	114	trial	1	11	1	yes	p35_test	right	p35_test_right	test	1	831	184	TRUE	assess	TRUE	right
117	118	trial	1	12	0	no	p20_test	left	p20_test_left	test	1	887	184	TRUE	assess	TRUE	right
121	122	trial	1	13	1	yes	a25_control	right	a25_control_right	control	1	840	184	TRUE	assess	TRUE	right
125	126	trial	1	14	0	yes	p20_test	right	p20_test_right	test	1	593	184	TRUE	assess	TRUE	right
129	130	trial	1	15	0	yes	p20_control	right	p20_control_right	control	1	1353	184	TRUE	assess	TRUE	right
133	134	trial	1	16	1	no	a25_test	left	a25_test_left	test	1	1175	184	TRUE	assess	TRUE	right
137	138	trial	1	17	0	no	a5_control	left	a5_control_left	control	1	975	184	TRUE	assess	TRUE	right
141	142	trial	1	18	1	yes	a34_control	right	a34_control_right	control	1	936	184	TRUE	assess	TRUE	right
145	146	trial	1	19	0	no	p35_test	left	p35_test_left	test	1	1050	184	TRUE	assess	TRUE	right
149	150	trial	1	20	1	no	p20_test	left	p20_test_left	test	1	1513	184	TRUE	assess	TRUE	right
153	154	trial	1	21	1	no	p13_test	left	p13_test_left	test	1	1449	184	TRUE	assess	TRUE	right
157	158	trial	1	22	1	yes	a25_test	right	a25_test_right	test	1	1272	184	TRUE	assess	TRUE	right
161	162	trial	1	23	1	no	a2_control	left	a2_control_left	control	1	992	184	TRUE	assess	TRUE	right
165	166	trial	1	24	1	yes	p20_control	right	p20_control_right	control	1	1009	184	TRUE	assess	TRUE	right
169	170	trial	1	25	0	no	a25_test	left	a25_test_left	test	1	1021	184	TRUE	assess	TRUE	right
173	174	trial	1	26	0	no	a2_test	left	a2_test_left	test	1	1295	184	TRUE	assess	TRUE	right
177	178	trial	1	27	0	no	a34_control	left	a34_control_left	control	1	1461	184	TRUE	assess	TRUE	right
181	182	trial	1	28	0	yes	a25_control	right	a25_control_right	control	1	1099	184	TRUE	assess	TRUE	right
185	186	trial	1	29	1	no	p40_test	left	p40_test_left	test	1	1786	184	TRUE	assess	TRUE	right
189	190	trial	1	30	1	no	a34_control	left	a34_control_left	control	1	1181	184	TRUE	assess	TRUE	right
193	194	trial	1	31	0	yes	a25_test	right	a25_test_right	test	2	1500	184	FALSE	assess	TRUE	right
198	199	trial	1	32	0	no	p13_test	left	p13_test_left	test	1	748	184	TRUE	assess	TRUE	right
202	203	trial	1	33	1	yes	p13_control	right	p13_control_right	control	1	1654	184	TRUE	assess	TRUE	right
206	207	trial	1	34	1	no	p35_control	left	p35_control_left	control	1	1518	184	TRUE	assess	TRUE	right
210	211	trial	1	35	0	yes	a5_test	right	a5_test_right	test	1	1174	184	TRUE	assess	TRUE	right
214	215	trial	1	36	1	yes	p20_test	right	p20_test_right	test	1	883	184	TRUE	assess	TRUE	right
218	219	trial	1	37	0	yes	a2_control	right	a2_control_right	control	1	1269	184	TRUE	assess	TRUE	right
222	223	trial	1	38	0	no	p40_control	left	p40_control_left	control	1	1564	184	TRUE	assess	TRUE	right
226	227	trial	1	39	0	no	a25_control	left	a25_control_left	control	1	2565	184	TRUE	assess	TRUE	right
230	231	trial	1	40	0	yes	a34_test	right	a34_test_right	test	1	1069	184	TRUE	assess	TRUE	right
234	235	trial	1	41	0	yes	p35_control	right	p35_control_right	control	1	1386	184	TRUE	assess	TRUE	right
238	239	trial	1	42	0	yes	p13_control	right	p13_control_right	control	1	1337	184	TRUE	assess	TRUE	right
242	243	trial	1	43	1	yes	a34_test	right	a34_test_right	test	1	1513	184	TRUE	assess	TRUE	right
246	247	trial	1	44	0	yes	p40_control	right	p40_control_right	control	1	1521	184	TRUE	assess	TRUE	right
250	251	trial	1	45	1	no	a25_control	left	a25_control_left	control	1	2533	184	TRUE	assess	TRUE	right
254	255	trial	1	46	1	yes	p40_control	right	p40_control_right	control	3	NA	184	TRUE	assess	TRUE	right
260	261	trial	1	47	0	no	p40_test	left	p40_test_left	test	1	845	184	TRUE	assess	TRUE	right
264	265	trial	1	48	0	yes	p40_test	right	p40_test_right	test	1	668	184	TRUE	assess	TRUE	right
268	269	trial	1	49	0	yes	a5_control	right	a5_control_right	control	1	912	184	TRUE	assess	TRUE	right
272	273	trial	1	50	1	no	p35_test	left	p35_test_left	test	1	799	184	TRUE	assess	TRUE	right
276	277	trial	1	51	0	no	a2_control	left	a2_control_left	control	1	749	184	TRUE	assess	TRUE	right
280	281	trial	1	52	0	no	p20_control	left	p20_control_left	control	1	1418	184	TRUE	assess	TRUE	right
284	285	trial	1	53	0	yes	p13_test	right	p13_test_right	test	1	1234	184	TRUE	assess	TRUE	right
288	289	trial	1	54	1	yes	a5_control	right	a5_control_right	control	1	787	184	TRUE	assess	TRUE	right
292	293	trial	1	55	1	no	a34_test	left	a34_test_left	test	1	1302	184	TRUE	assess	TRUE	right
296	297	trial	1	56	1	no	a2_test	left	a2_test_left	test	1	865	184	TRUE	assess	TRUE	right
300	301	trial	1	57	0	no	p13_control	left	p13_control_left	control	1	1111	184	TRUE	assess	TRUE	right
304	305	trial	1	58	1	yes	p35_control	right	p35_control_right	control	1	1398	184	TRUE	assess	TRUE	right
308	309	trial	1	59	1	yes	a2_control	right	a2_control_right	control	1	1235	184	TRUE	assess	TRUE	right
312	313	trial	1	60	1	yes	p40_test	right	p40_test_right	test	1	2983	184	TRUE	assess	TRUE	right
316	317	trial	1	61	0	no	a5_test	left	a5_test_left	test	1	1312	184	TRUE	assess	TRUE	right
320	321	trial	1	62	1	no	p20_control	left	p20_control_left	control	1	1189	184	TRUE	assess	TRUE	right
324	325	trial	1	63	1	no	a5_test	left	a5_test_left	test	1	1435	184	TRUE	assess	TRUE	right
332	333	trial	2	0	1	no	a60_test	left	a60_test_left	test	2	1111	184	FALSE	train	FALSE	right
338	339	trial	2	1	2	yes	a75_control	right	a75_control_right	control	1	935	184	TRUE	train	FALSE	right
342	343	trial	2	2	4	no	p69_test	left	p69_test_left	test	1	787	184	TRUE	train	FALSE	right
346	347	trial	2	3	3	no	p69_test	left	p69_test_left	test	1	1862	184	TRUE	train	FALSE	right
350	351	trial	2	4	3	yes	p38_control	right	p38_control_right	control	2	1219	184	FALSE	train	FALSE	right
357	358	trial	2	5	7	no	p9_test	left	p9_test_left	test	1	1061	184	TRUE	train	FALSE	right
361	362	trial	2	6	2	no	p7_test	left	p7_test_left	test	1	1401	184	TRUE	train	FALSE	right
365	366	trial	2	7	6	no	p47_test	left	p47_test_left	test	1	1180	184	TRUE	train	FALSE	right
369	370	trial	2	8	7	yes	a65_control	right	a65_control_right	control	1	1645	184	TRUE	train	FALSE	right
373	374	trial	2	9	1	yes	a75_control	right	a75_control_right	control	1	2313	184	TRUE	train	FALSE	right
377	378	trial	2	10	7	no	a48_test	left	a48_test_left	test	1	1445	184	TRUE	train	FALSE	right
381	382	trial	2	11	1	yes	p38_control	right	p38_control_right	control	1	1280	184	TRUE	train	FALSE	right
385	386	trial	2	12	6	no	p26_test	left	p26_test_left	test	1	1986	184	TRUE	train	FALSE	right
389	390	trial	2	13	5	no	a46_test	left	a46_test_left	test	1	1017	184	TRUE	train	FALSE	right
393	394	trial	2	14	4	yes	p9_control	right	p9_control_right	control	1	1323	184	TRUE	train	FALSE	right
397	398	trial	2	15	4	yes	a75_control	right	a75_control_right	control	1	1367	184	TRUE	train	FALSE	right
401	402	trial	2	16	1	no	p69_test	left	p69_test_left	test	1	1972	184	TRUE	train	FALSE	right
405	406	trial	2	17	3	yes	a60_control	right	a60_control_right	control	1	874	184	TRUE	train	FALSE	right
409	410	trial	2	18	0	yes	a60_control	right	a60_control_right	control	1	734	184	TRUE	train	FALSE	right
413	414	trial	2	19	1	yes	a48_control	right	a48_control_right	control	1	909	184	TRUE	train	FALSE	right
417	418	trial	2	20	2	no	a75_test	left	a75_test_left	test	1	1061	184	TRUE	train	FALSE	right
421	422	trial	2	21	1	no	p7_test	left	p7_test_left	test	1	1475	184	TRUE	train	FALSE	right
425	426	trial	2	22	0	yes	p9_control	right	p9_control_right	control	1	762	184	TRUE	train	FALSE	right
429	430	trial	2	23	3	yes	a65_control	right	a65_control_right	control	1	1181	184	TRUE	train	FALSE	right
433	434	trial	2	24	4	no	p26_test	left	p26_test_left	test	1	2539	184	TRUE	train	FALSE	right
437	438	trial	2	25	0	no	p38_test	left	p38_test_left	test	1	1829	184	TRUE	train	FALSE	right
441	442	trial	2	26	6	yes	a60_control	right	a60_control_right	control	1	2612	184	TRUE	train	FALSE	right
445	446	trial	2	27	2	no	p47_test	left	p47_test_left	test	1	2731	184	TRUE	train	FALSE	right
449	450	trial	2	28	2	no	a46_test	left	a46_test_left	test	1	1564	184	TRUE	train	FALSE	right
453	454	trial	2	29	4	no	a65_test	left	a65_test_left	test	1	2366	184	TRUE	train	FALSE	right
457	458	trial	2	30	4	yes	a48_control	right	a48_control_right	control	1	1308	184	TRUE	train	FALSE	right
461	462	trial	2	31	2	yes	p7_control	right	p7_control_right	control	1	2619	184	TRUE	train	FALSE	right
465	466	trial	2	32	2	yes	a48_control	right	a48_control_right	control	1	946	184	TRUE	train	FALSE	right
469	470	trial	2	33	4	yes	p7_control	right	p7_control_right	control	1	1109	184	TRUE	train	FALSE	right
473	474	trial	2	34	0	no	a60_test	left	a60_test_left	test	1	1400	184	TRUE	train	FALSE	right
477	478	trial	2	35	3	yes	a75_control	right	a75_control_right	control	1	1494	184	TRUE	train	FALSE	right
481	482	trial	2	36	5	no	a65_test	left	a65_test_left	test	1	1019	184	TRUE	train	FALSE	right
485	486	trial	2	37	0	yes	p47_control	right	p47_control_right	control	1	1880	184	TRUE	train	FALSE	right
489	490	trial	2	38	4	no	p9_test	left	p9_test_left	test	1	2352	184	TRUE	train	FALSE	right
493	494	trial	2	39	3	yes	p7_control	right	p7_control_right	control	3	NA	184	TRUE	train	FALSE	right
501	502	trial	2	40	0	no	a65_test	left	a65_test_left	test	1	772	184	TRUE	train	FALSE	right
505	506	trial	2	41	6	yes	a65_control	right	a65_control_right	control	1	947	184	TRUE	train	FALSE	right
509	510	trial	2	42	3	yes	a46_control	right	a46_control_right	control	1	1320	184	TRUE	train	FALSE	right
513	514	trial	2	43	5	no	p9_test	left	p9_test_left	test	1	1385	184	TRUE	train	FALSE	right
517	518	trial	2	44	1	no	a46_test	left	a46_test_left	test	1	2138	184	TRUE	train	FALSE	right
521	522	trial	2	45	4	yes	a15_control	right	a15_control_right	control	1	1719	184	TRUE	train	FALSE	right
525	526	trial	2	46	4	no	a60_test	left	a60_test_left	test	1	1246	184	TRUE	train	FALSE	right
529	530	trial	2	47	2	no	a65_test	left	a65_test_left	test	1	1820	184	TRUE	train	FALSE	right
533	534	trial	2	48	6	no	p38_test	left	p38_test_left	test	1	2078	184	TRUE	train	FALSE	right
537	538	trial	2	49	5	yes	p69_control	right	p69_control_right	control	1	1524	184	TRUE	train	FALSE	right
541	542	trial	2	50	5	yes	a15_control	right	a15_control_right	control	1	819	184	TRUE	train	FALSE	right
545	546	trial	2	51	2	yes	a15_control	right	a15_control_right	control	1	1603	184	TRUE	train	FALSE	right
549	550	trial	2	52	5	yes	p38_control	right	p38_control_right	control	1	1938	184	TRUE	train	FALSE	right
553	554	trial	2	53	0	no	p47_test	left	p47_test_left	test	1	2275	184	TRUE	train	FALSE	right
557	558	trial	2	54	2	no	p38_test	left	p38_test_left	test	1	883	184	TRUE	train	FALSE	right
561	562	trial	2	55	5	no	a15_test	left	a15_test_left	test	1	1261	184	TRUE	train	FALSE	right
565	566	trial	2	56	3	no	p38_test	left	p38_test_left	test	1	840	184	TRUE	train	FALSE	right
569	570	trial	2	57	2	yes	p26_control	right	p26_control_right	control	1	1805	184	TRUE	train	FALSE	right
573	574	trial	2	58	3	no	a65_test	left	a65_test_left	test	1	1816	184	TRUE	train	FALSE	right
577	578	trial	2	59	6	yes	a46_control	right	a46_control_right	control	1	1612	184	TRUE	train	FALSE	right
581	582	trial	2	60	7	no	p26_test	left	p26_test_left	test	1	968	184	TRUE	train	FALSE	right
585	586	trial	2	61	3	yes	p26_control	right	p26_control_right	control	1	1171	184	TRUE	train	FALSE	right
589	590	trial	2	62	5	no	p47_test	left	p47_test_left	test	1	1609	184	TRUE	train	FALSE	right
593	594	trial	2	63	6	yes	p7_control	right	p7_control_right	control	1	1091	184	TRUE	train	FALSE	right
597	598	trial	2	64	2	yes	a60_control	right	a60_control_right	control	1	1653	184	TRUE	train	FALSE	right
601	602	trial	2	65	7	no	p47_test	left	p47_test_left	test	1	1292	184	TRUE	train	FALSE	right
605	606	trial	2	66	6	yes	p47_control	right	p47_control_right	control	1	1383	184	TRUE	train	FALSE	right
609	610	trial	2	67	1	no	a75_test	left	a75_test_left	test	1	1076	184	TRUE	train	FALSE	right
613	614	trial	2	68	7	yes	a15_control	right	a15_control_right	control	1	804	184	TRUE	train	FALSE	right
617	618	trial	2	69	5	no	a60_test	left	a60_test_left	test	1	1627	184	TRUE	train	FALSE	right
