from_seq	to_seq	event	block	trial	patt	reps	phor	stim	keep	thor	image	pdir	response	rt	set_id	type	placebo
249	250	trial	1	67	no	1	left	a13	no	right	a13_right	up	1	538	186	assess	TRUE
252	253	trial	1	68	no	0	left	a9	no	right	a9_right	down	1	544	186	assess	TRUE
255	256	trial	1	69	no	0	left	p69	no	right	p69_right	down	1	896	186	assess	TRUE
258	259	trial	1	70	no	1	right	p69	no	left	p69_left	up	1	620	186	assess	TRUE
261	262	trial	1	71	yes	0	left	p1	yes	left	p1_left	down	1	484	186	assess	TRUE
264	265	trial	1	72	no	1	right	p2	no	left	p2_left	up	1	526	186	assess	TRUE
267	268	trial	1	73	yes	0	right	p69	no	right	p69_right	up	1	565	186	assess	TRUE
270	271	trial	1	74	yes	1	right	a56	no	right	a56_right	up	1	536	186	assess	TRUE
273	274	trial	1	75	no	1	right	a13	yes	left	a13_left	down	1	436	186	assess	TRUE
276	277	trial	1	76	yes	0	right	a51	yes	right	a51_right	down	1	441	186	assess	TRUE
279	280	trial	1	77	no	1	left	p69	no	right	p69_right	down	1	645	186	assess	TRUE
282	283	trial	1	78	no	1	right	p53	yes	left	p53_left	up	1	652	186	assess	TRUE
285	286	trial	1	79	no	0	left	a13	yes	right	a13_right	down	1	548	186	assess	TRUE
288	289	trial	1	80	no	1	left	a9	yes	right	a9_right	up	2	447	186	assess	TRUE
292	293	trial	1	81	no	0	left	a51	no	right	a51_right	up	1	630	186	assess	TRUE
295	296	trial	1	82	no	1	left	p1	yes	right	p1_right	down	1	878	186	assess	TRUE
298	299	trial	1	83	yes	1	right	p1	yes	right	p1_right	up	1	600	186	assess	TRUE
301	302	trial	1	84	yes	1	left	a51	no	left	a51_left	up	1	529	186	assess	TRUE
304	305	trial	1	85	yes	1	left	a56	no	left	a56_left	up	2	472	186	assess	TRUE
308	309	trial	1	86	yes	0	left	a13	yes	left	a13_left	down	1	574	186	assess	TRUE
311	312	trial	1	87	yes	0	right	p1	yes	right	p1_right	down	2	542	186	assess	TRUE
315	316	trial	1	88	no	0	left	p53	yes	right	p53_right	down	1	504	186	assess	TRUE
318	319	trial	1	89	no	0	left	a9	yes	right	a9_right	up	2	437	186	assess	TRUE
322	323	trial	1	90	no	0	right	p69	yes	left	p69_left	up	1	601	186	assess	TRUE
325	326	trial	1	91	yes	0	right	a13	yes	right	a13_right	down	1	646	186	assess	TRUE
328	329	trial	1	92	yes	0	right	p69	yes	right	p69_right	up	1	638	186	assess	TRUE
331	332	trial	1	93	yes	1	left	p53	no	left	p53_left	up	1	502	186	assess	TRUE
334	335	trial	1	94	yes	1	right	a56	yes	right	a56_right	down	1	529	186	assess	TRUE
337	338	trial	1	95	no	1	right	p53	no	left	p53_left	down	1	527	186	assess	TRUE
340	341	trial	1	96	no	1	left	p69	yes	right	p69_right	up	1	773	186	assess	TRUE
343	344	trial	1	97	yes	1	left	a13	yes	left	a13_left	up	1	586	186	assess	TRUE
346	347	trial	1	98	yes	1	left	a9	no	left	a9_left	down	1	609	186	assess	TRUE
349	350	trial	1	99	no	1	right	a9	yes	left	a9_left	up	1	470	186	assess	TRUE
352	353	trial	1	100	yes	1	left	p2	yes	left	p2_left	up	1	698	186	assess	TRUE
355	356	trial	1	101	no	0	right	p53	no	left	p53_left	down	1	467	186	assess	TRUE
358	359	trial	1	102	yes	0	right	p2	no	right	p2_right	down	1	568	186	assess	TRUE
361	362	trial	1	103	no	1	right	p69	yes	left	p69_left	up	1	574	186	assess	TRUE
364	365	trial	1	104	yes	1	right	p2	no	right	p2_right	down	1	522	186	assess	TRUE
367	368	trial	1	105	yes	0	left	a51	no	left	a51_left	down	1	613	186	assess	TRUE
370	371	trial	1	106	yes	0	right	p1	no	right	p1_right	down	1	657	186	assess	TRUE
373	374	trial	1	107	no	1	right	a56	yes	left	a56_left	up	1	458	186	assess	TRUE
376	377	trial	1	108	no	0	left	a56	yes	right	a56_right	down	1	555	186	assess	TRUE
379	380	trial	1	109	yes	1	left	p1	no	left	p1_left	up	1	689	186	assess	TRUE
382	383	trial	1	110	no	1	left	a56	no	right	a56_right	down	1	532	186	assess	TRUE
385	386	trial	1	111	yes	0	left	p53	no	left	p53_left	up	1	685	186	assess	TRUE
388	389	trial	1	112	no	0	left	a13	no	right	a13_right	down	1	454	186	assess	TRUE
391	392	trial	1	113	no	0	right	a56	no	left	a56_left	up	1	556	186	assess	TRUE
394	395	trial	1	114	no	0	left	p69	yes	right	p69_right	down	1	401	186	assess	TRUE
397	398	trial	1	115	yes	0	left	a51	yes	left	a51_left	down	1	477	186	assess	TRUE
400	401	trial	1	116	yes	1	right	a51	no	right	a51_right	down	2	553	186	assess	TRUE
404	405	trial	1	117	yes	1	right	p53	yes	right	p53_right	up	2	529	186	assess	TRUE
408	409	trial	1	118	yes	0	right	a56	no	right	a56_right	up	1	504	186	assess	TRUE
411	412	trial	1	119	yes	0	left	a9	yes	left	a9_left	up	1	590	186	assess	TRUE
414	415	trial	1	120	no	0	right	p53	yes	left	p53_left	down	1	492	186	assess	TRUE
417	418	trial	1	121	yes	1	left	p69	yes	left	p69_left	down	1	534	186	assess	TRUE
420	421	trial	1	122	yes	1	left	a9	yes	left	a9_left	down	1	616	186	assess	TRUE
423	424	trial	1	123	yes	1	right	p1	no	right	p1_right	down	1	629	186	assess	TRUE
426	427	trial	1	124	no	0	right	a9	yes	left	a9_left	down	1	474	186	assess	TRUE
429	430	trial	1	125	no	0	right	a51	no	left	a51_left	up	1	674	186	assess	TRUE
432	433	trial	1	126	no	0	right	p69	no	left	p69_left	up	1	520	186	assess	TRUE
435	436	trial	1	127	no	1	left	p2	no	right	p2_right	down	1	620	186	assess	TRUE
442	443	trial	2	0	yes	0	left	p21	yes	left	p21_left	up	1	488	186	train	TRUE
445	446	trial	2	1	no	0	left	p36	no	right	p36_right	down	1	612	186	train	TRUE
448	449	trial	2	2	no	1	left	a75	yes	right	a75_right	up	1	648	186	train	TRUE
451	452	trial	2	3	yes	1	right	p71	no	right	p71_right	up	2	679	186	train	TRUE
455	456	trial	2	4	yes	0	right	p36	yes	right	p36_right	up	1	496	186	train	TRUE
458	459	trial	2	5	no	0	left	a6	no	right	a6_right	up	1	510	186	train	TRUE
461	462	trial	2	6	no	0	right	p17	no	left	p17_left	down	1	608	186	train	TRUE
464	465	trial	2	7	yes	1	left	p17	no	left	p17_left	up	2	491	186	train	TRUE
468	469	trial	2	8	yes	1	right	a5	no	right	a5_right	up	1	573	186	train	TRUE
471	472	trial	2	9	yes	1	left	p36	yes	left	p36_left	down	1	709	186	train	TRUE
474	475	trial	2	10	yes	0	left	p71	no	left	p71_left	up	1	663	186	train	TRUE
477	478	trial	2	11	no	1	left	p17	yes	right	p17_right	down	1	730	186	train	TRUE
480	481	trial	2	12	yes	1	left	a75	no	left	a75_left	down	1	597	186	train	TRUE
483	484	trial	2	13	no	1	right	p74	no	left	p74_left	down	1	559	186	train	TRUE
486	487	trial	2	14	yes	0	right	p71	yes	right	p71_right	up	1	615	186	train	TRUE
489	490	trial	2	15	no	0	left	a32	no	right	a32_right	down	1	423	186	train	TRUE
492	493	trial	2	16	no	1	left	a5	no	right	a5_right	up	1	597	186	train	TRUE
495	496	trial	2	17	no	0	right	a75	yes	left	a75_left	down	1	632	186	train	TRUE
498	499	trial	2	18	yes	1	right	p74	no	right	p74_right	up	1	616	186	train	TRUE
501	502	trial	2	19	no	1	right	p17	no	left	p17_left	up	1	457	186	train	TRUE
504	505	trial	2	20	no	0	left	a5	yes	right	a5_right	up	2	538	186	train	TRUE
508	509	trial	2	21	yes	0	left	a19	yes	left	a19_left	down	1	618	186	train	TRUE
511	512	trial	2	22	yes	1	right	a75	no	right	a75_right	down	1	466	186	train	TRUE
514	515	trial	2	23	no	0	right	p74	no	left	p74_left	up	1	651	186	train	TRUE
517	518	trial	2	24	yes	1	right	a75	yes	right	a75_right	up	1	373	186	train	TRUE
520	521	trial	2	25	yes	0	right	p33	no	right	p33_right	up	1	438	186	train	TRUE
523	524	trial	2	26	no	1	right	p21	no	left	p21_left	up	1	540	186	train	TRUE
526	527	trial	2	27	yes	1	right	p71	yes	right	p71_right	up	1	374	186	train	TRUE
529	530	trial	2	28	no	0	left	p21	no	right	p21_right	down	1	622	186	train	TRUE
532	533	trial	2	29	no	0	left	p17	yes	right	p17_right	up	1	536	186	train	TRUE
535	536	trial	2	30	no	1	right	a6	no	left	a6_left	up	1	519	186	train	TRUE
538	539	trial	2	31	no	0	left	a6	yes	right	a6_right	up	1	673	186	train	TRUE
541	542	trial	2	32	yes	1	left	p74	yes	left	p74_left	down	1	611	186	train	TRUE
544	545	trial	2	33	yes	0	right	p21	yes	right	p21_right	up	1	612	186	train	TRUE
547	548	trial	2	34	no	0	right	p21	yes	left	p21_left	up	1	539	186	train	TRUE
550	551	trial	2	35	no	1	left	p36	no	right	p36_right	up	1	649	186	train	TRUE
553	554	trial	2	36	no	1	left	a52	no	right	a52_right	up	1	614	186	train	TRUE
556	557	trial	2	37	yes	0	right	p33	yes	right	p33_right	down	1	450	186	train	TRUE
559	560	trial	2	38	yes	0	right	a52	yes	right	a52_right	down	1	422	186	train	TRUE
562	563	trial	2	39	no	1	right	p17	yes	left	p17_left	down	1	516	186	train	TRUE
565	566	trial	2	40	no	1	right	a6	yes	left	a6_left	up	1	513	186	train	TRUE
568	569	trial	2	41	no	1	left	p33	yes	right	p33_right	up	1	675	186	train	TRUE
571	572	trial	2	42	no	1	left	a6	no	right	a6_right	up	1	508	186	train	TRUE
574	575	trial	2	43	no	0	right	p33	yes	left	p33_left	up	1	544	186	train	TRUE
577	578	trial	2	44	yes	0	left	a6	no	left	a6_left	down	1	783	186	train	TRUE
580	581	trial	2	45	yes	1	right	p74	yes	right	p74_right	down	1	488	186	train	TRUE
583	584	trial	2	46	no	0	right	a52	yes	left	a52_left	down	1	415	186	train	TRUE
586	587	trial	2	47	no	1	left	a19	no	right	a19_right	down	1	612	186	train	TRUE
589	590	trial	2	48	no	1	left	p71	yes	right	p71_right	up	2	479	186	train	TRUE
593	594	trial	2	49	yes	0	right	a19	no	right	a19_right	up	1	531	186	train	TRUE
596	597	trial	2	50	no	1	right	a5	no	left	a5_left	down	1	488	186	train	TRUE
599	600	trial	2	51	yes	0	left	p74	yes	left	p74_left	down	1	477	186	train	TRUE
602	603	trial	2	52	yes	0	right	a32	no	right	a32_right	down	1	560	186	train	TRUE
605	606	trial	2	53	yes	0	right	p17	no	right	p17_right	up	1	528	186	train	TRUE
608	609	trial	2	54	yes	0	right	p36	no	right	p36_right	down	1	538	186	train	TRUE
611	612	trial	2	55	yes	0	left	p21	no	left	p21_left	up	1	595	186	train	TRUE
614	615	trial	2	56	yes	1	right	p33	no	right	p33_right	down	1	419	186	train	TRUE
617	618	trial	2	57	no	1	right	a5	yes	left	a5_left	up	1	513	186	train	TRUE
620	621	trial	2	58	no	0	left	p17	no	right	p17_right	up	1	695	186	train	TRUE
623	624	trial	2	59	yes	0	right	a75	yes	right	a75_right	down	1	434	186	train	TRUE
626	627	trial	2	60	no	0	right	a5	no	left	a5_left	up	1	637	186	train	TRUE
629	630	trial	2	61	no	0	right	p17	yes	left	p17_left	up	1	466	186	train	TRUE
632	633	trial	2	62	no	0	left	a75	yes	right	a75_right	up	1	729	186	train	TRUE
635	636	trial	2	63	no	1	left	p36	yes	right	p36_right	down	1	586	186	train	TRUE
638	639	trial	2	64	no	1	left	a19	yes	right	a19_right	down	1	543	186	train	TRUE
641	642	trial	2	65	yes	1	left	a5	yes	left	a5_left	down	1	430	186	train	TRUE
644	645	trial	2	66	yes	1	left	p36	no	left	p36_left	down	1	699	186	train	TRUE
647	648	trial	2	67	no	0	right	a6	no	left	a6_left	down	1	653	186	train	TRUE
650	651	trial	2	68	yes	1	left	p21	no	left	p21_left	down	1	613	186	train	TRUE
653	654	trial	2	69	no	0	left	p21	yes	right	p21_right	down	1	496	186	train	TRUE
656	657	trial	2	70	no	0	left	a52	yes	right	a52_right	down	1	483	186	train	TRUE
659	660	trial	2	71	yes	1	right	a6	no	right	a6_right	up	1	554	186	train	TRUE
662	663	trial	2	72	yes	1	left	p71	yes	left	p71_left	up	1	572	186	train	TRUE
665	666	trial	2	73	no	1	right	a19	yes	left	a19_left	down	1	548	186	train	TRUE
668	669	trial	2	74	yes	1	right	p36	no	right	p36_right	down	1	416	186	train	TRUE
671	672	trial	2	75	yes	1	right	p33	yes	right	p33_right	up	1	843	186	train	TRUE
674	675	trial	2	76	no	1	right	p36	no	left	p36_left	up	1	465	186	train	TRUE
677	678	trial	2	77	yes	1	left	a32	yes	left	a32_left	down	1	451	186	train	TRUE
680	681	trial	2	78	no	1	left	a5	yes	right	a5_right	down	1	602	186	train	TRUE
683	684	trial	2	79	yes	0	left	p17	yes	left	p17_left	up	1	810	186	train	TRUE
686	687	trial	2	80	no	1	right	p36	yes	left	p36_left	up	1	501	186	train	TRUE
689	690	trial	2	81	no	0	left	p33	no	right	p33_right	down	1	642	186	train	TRUE
692	693	trial	2	82	yes	0	left	p36	no	left	p36_left	up	1	558	186	train	TRUE
695	696	trial	2	83	no	1	right	a52	no	left	a52_left	up	1	577	186	train	TRUE
698	699	trial	2	84	no	1	left	p74	yes	right	p74_right	up	2	489	186	train	TRUE
702	703	trial	2	85	no	0	left	a75	no	right	a75_right	up	1	533	186	train	TRUE
705	706	trial	2	86	no	1	left	a32	yes	right	a32_right	down	1	448	186	train	TRUE
708	709	trial	2	87	yes	0	right	p71	no	right	p71_right	up	1	475	186	train	TRUE
711	712	trial	2	88	yes	1	right	a6	yes	right	a6_right	down	1	569	186	train	TRUE
714	715	trial	2	89	yes	1	left	a52	yes	left	a52_left	down	1	481	186	train	TRUE
717	718	trial	2	90	no	1	right	a52	yes	left	a52_left	down	1	477	186	train	TRUE
720	721	trial	2	91	yes	0	right	a19	yes	right	a19_right	up	1	533	186	train	TRUE
723	724	trial	2	92	no	1	left	p21	yes	right	p21_right	down	1	688	186	train	TRUE
726	727	trial	2	93	yes	1	right	a19	no	right	a19_right	down	1	558	186	train	TRUE
729	730	trial	2	94	no	0	right	a32	no	left	a32_left	down	1	596	186	train	TRUE
732	733	trial	2	95	yes	1	right	p17	yes	right	p17_right	down	1	478	186	train	TRUE
739	740	trial	3	0	yes	0	left	p36	yes	left	p36_left	down	1	413	186	train	TRUE
742	743	trial	3	1	no	1	left	p74	no	right	p74_right	up	1	636	186	train	TRUE
745	746	trial	3	2	no	0	left	a52	no	right	a52_right	down	1	487	186	train	TRUE
748	749	trial	3	3	yes	1	right	a32	no	right	a32_right	down	1	566	186	train	TRUE
751	752	trial	3	4	yes	0	right	p74	yes	right	p74_right	up	1	501	186	train	TRUE
754	755	trial	3	5	yes	1	left	a6	yes	left	a6_left	down	1	514	186	train	TRUE
757	758	trial	3	6	yes	0	left	a32	yes	left	a32_left	down	1	565	186	train	TRUE
760	761	trial	3	7	yes	0	right	a6	no	right	a6_right	up	1	569	186	train	TRUE
763	764	trial	3	8	no	1	right	a32	yes	left	a32_left	up	1	522	186	train	TRUE
766	767	trial	3	9	no	0	right	a52	no	left	a52_left	down	1	490	186	train	TRUE
769	770	trial	3	10	yes	0	right	a6	yes	right	a6_right	down	1	393	186	train	TRUE
772	773	trial	3	11	yes	0	left	a19	no	left	a19_left	up	1	617	186	train	TRUE
775	776	trial	3	12	no	1	right	p21	yes	left	p21_left	down	1	583	186	train	TRUE
778	779	trial	3	13	yes	0	left	a75	yes	left	a75_left	down	1	533	186	train	TRUE
781	782	trial	3	14	yes	1	right	p21	yes	right	p21_right	up	1	722	186	train	TRUE
784	785	trial	3	15	no	0	left	p33	yes	right	p33_right	up	1	780	186	train	TRUE
787	788	trial	3	16	no	1	left	a52	yes	right	a52_right	down	1	558	186	train	TRUE
790	791	trial	3	17	no	1	left	p21	no	right	p21_right	down	1	497	186	train	TRUE
793	794	trial	3	18	yes	0	left	p33	yes	left	p33_left	down	1	453	186	train	TRUE
796	797	trial	3	19	yes	0	left	a75	no	left	a75_left	down	1	641	186	train	TRUE
799	800	trial	3	20	no	0	left	p71	yes	right	p71_right	up	1	542	186	train	TRUE
802	803	trial	3	21	no	0	right	p71	yes	left	p71_left	down	1	644	186	train	TRUE
805	806	trial	3	22	yes	1	left	p33	no	left	p33_left	up	1	581	186	train	TRUE
808	809	trial	3	23	no	0	left	p74	yes	right	p74_right	down	1	473	186	train	TRUE
811	812	trial	3	24	yes	1	left	p21	yes	left	p21_left	down	1	444	186	train	TRUE
814	815	trial	3	25	no	0	right	a75	no	left	a75_left	down	1	624	186	train	TRUE
817	818	trial	3	26	yes	1	left	p71	no	left	p71_left	down	1	690	186	train	TRUE
820	821	trial	3	27	no	0	right	a19	yes	left	a19_left	down	1	513	186	train	TRUE
823	824	trial	3	28	yes	0	left	a5	no	left	a5_left	down	1	633	186	train	TRUE
826	827	trial	3	29	yes	0	right	a5	yes	right	a5_right	up	2	525	186	train	TRUE
830	831	trial	3	30	yes	1	left	a75	yes	left	a75_left	down	1	596	186	train	TRUE
833	834	trial	3	31	yes	1	left	a19	no	left	a19_left	down	1	502	186	train	TRUE
836	837	trial	3	32	yes	1	left	a6	no	left	a6_left	down	1	594	186	train	TRUE
839	840	trial	3	33	no	0	left	p36	yes	right	p36_right	up	1	514	186	train	TRUE
842	843	trial	3	34	yes	1	left	a5	no	left	a5_left	down	1	538	186	train	TRUE
845	846	trial	3	35	yes	0	left	a52	no	left	a52_left	down	1	499	186	train	TRUE
848	849	trial	3	36	no	0	left	a32	yes	right	a32_right	down	1	426	186	train	TRUE
851	852	trial	3	37	no	0	left	a19	yes	right	a19_right	up	1	515	186	train	TRUE
854	855	trial	3	38	no	1	left	p71	no	right	p71_right	up	1	566	186	train	TRUE
857	858	trial	3	39	no	0	right	p33	no	left	p33_left	up	1	581	186	train	TRUE
860	861	trial	3	40	no	1	left	a32	no	right	a32_right	up	2	519	186	train	TRUE
864	865	trial	3	41	no	0	left	a19	no	right	a19_right	up	1	646	186	train	TRUE
867	868	trial	3	42	yes	0	left	a5	yes	left	a5_left	up	2	661	186	train	TRUE
873	874	trial	3	43	yes	0	left	p17	no	left	p17_left	up	1	468	186	train	TRUE
876	877	trial	3	44	yes	0	left	p33	no	left	p33_left	down	1	505	186	train	TRUE
879	880	trial	3	45	yes	0	right	p74	no	right	p74_right	down	1	697	186	train	TRUE
882	883	trial	3	46	no	1	right	p71	yes	left	p71_left	up	1	477	186	train	TRUE
885	886	trial	3	47	yes	1	right	a32	yes	right	a32_right	up	1	532	186	train	TRUE
888	889	trial	3	48	yes	1	left	a19	yes	left	a19_left	up	1	596	186	train	TRUE
891	892	trial	3	49	yes	1	left	a52	no	left	a52_left	down	1	485	186	train	TRUE
894	895	trial	3	50	no	1	right	a19	no	left	a19_left	down	1	575	186	train	TRUE
897	898	trial	3	51	no	0	right	a6	yes	left	a6_left	up	1	506	186	train	TRUE
900	901	trial	3	52	no	1	right	a75	no	left	a75_left	up	1	607	186	train	TRUE
903	904	trial	3	53	yes	1	right	a19	yes	right	a19_right	up	1	463	186	train	TRUE
906	907	trial	3	54	yes	0	left	a32	no	left	a32_left	up	1	675	186	train	TRUE
909	910	trial	3	55	no	1	left	a75	no	right	a75_right	down	1	705	186	train	TRUE
912	913	trial	3	56	no	0	right	p74	yes	left	p74_left	down	1	516	186	train	TRUE
915	916	trial	3	57	no	1	left	a6	yes	right	a6_right	up	1	633	186	train	TRUE
918	919	trial	3	58	no	0	right	p36	no	left	p36_left	down	1	695	186	train	TRUE
921	922	trial	3	59	no	1	left	p17	no	right	p17_right	up	1	667	186	train	TRUE
924	925	trial	3	60	no	0	right	p21	no	left	p21_left	up	1	540	186	train	TRUE
927	928	trial	3	61	yes	1	left	p17	yes	left	p17_left	up	2	551	186	train	TRUE
931	932	trial	3	62	no	1	left	p33	no	right	p33_right	down	1	551	186	train	TRUE
934	935	trial	3	63	no	1	right	a32	no	left	a32_left	down	1	540	186	train	TRUE
937	938	trial	3	64	no	0	left	a5	no	right	a5_right	up	2	594	186	train	TRUE
941	942	trial	3	65	yes	1	left	p74	no	left	p74_left	down	1	524	186	train	TRUE
944	945	trial	3	66	yes	1	right	p36	yes	right	p36_right	up	1	683	186	train	TRUE
947	948	trial	3	67	no	1	right	p33	yes	left	p33_left	up	1	433	186	train	TRUE
950	951	trial	3	68	yes	1	left	a32	no	left	a32_left	down	1	527	186	train	TRUE
953	954	trial	3	69	yes	0	left	p74	no	left	p74_left	down	1	634	186	train	TRUE
956	957	trial	3	70	yes	1	right	p17	no	right	p17_right	up	1	755	186	train	TRUE
959	960	trial	3	71	no	1	right	p74	yes	left	p74_left	up	1	496	186	train	TRUE
962	963	trial	3	72	no	0	left	p74	no	right	p74_right	up	1	611	186	train	TRUE
965	966	trial	3	73	no	1	right	a75	yes	left	a75_left	up	1	702	186	train	TRUE
968	969	trial	3	74	yes	1	left	p33	yes	left	p33_left	down	1	600	186	train	TRUE
971	972	trial	3	75	yes	0	left	a52	yes	left	a52_left	up	1	2622	186	train	TRUE
974	975	trial	3	76	yes	1	right	a5	yes	right	a5_right	down	1	467	186	train	TRUE
977	978	trial	3	77	yes	1	right	p21	no	right	p21_right	down	1	437	186	train	TRUE
980	981	trial	3	78	yes	0	left	a6	yes	left	a6_left	down	1	438	186	train	TRUE
983	984	trial	3	79	no	1	right	p33	no	left	p33_left	up	1	513	186	train	TRUE
986	987	trial	3	80	no	0	right	p36	yes	left	p36_left	down	1	432	186	train	TRUE
989	990	trial	3	81	no	0	right	a32	yes	left	a32_left	up	1	489	186	train	TRUE
992	993	trial	3	82	no	0	right	a19	no	left	a19_left	down	1	499	186	train	TRUE
995	996	trial	3	83	yes	0	right	a5	no	right	a5_right	down	1	611	186	train	TRUE
998	999	trial	3	84	no	0	right	p71	no	left	p71_left	up	1	490	186	train	TRUE
1001	1002	trial	3	85	yes	0	right	a52	no	right	a52_right	up	1	509	186	train	TRUE
1004	1005	trial	3	86	yes	0	right	a75	no	right	a75_right	down	1	494	186	train	TRUE
1007	1008	trial	3	87	yes	1	right	a52	no	right	a52_right	up	1	595	186	train	TRUE
1010	1011	trial	3	88	yes	0	left	p71	yes	left	p71_left	up	1	703	186	train	TRUE
1013	1014	trial	3	89	yes	0	right	a32	yes	right	a32_right	down	1	437	186	train	TRUE
1016	1017	trial	3	90	no	0	right	a5	yes	left	a5_left	up	1	708	186	train	TRUE
1019	1020	trial	3	91	no	0	left	p71	no	right	p71_right	up	1	590	186	train	TRUE
1022	1023	trial	3	92	yes	0	right	p17	yes	right	p17_right	down	1	444	186	train	TRUE
1025	1026	trial	3	93	yes	1	right	a52	yes	right	a52_right	up	1	503	186	train	TRUE
1028	1029	trial	3	94	no	1	right	p71	no	left	p71_left	down	1	472	186	train	TRUE
1031	1032	trial	3	95	yes	0	right	p21	no	right	p21_right	down	1	501	186	train	TRUE
12	13	trial	0	0	no	0	right	practice	no	left	practice_left	up	1	535	187	practice	TRUE
15	16	trial	0	1	no	0	left	practice	no	right	practice_right	down	1	675	187	practice	TRUE
18	19	trial	0	2	yes	0	right	practice	no	right	practice_right	down	1	406	187	practice	TRUE
21	22	trial	0	3	yes	0	left	practice	no	left	practice_left	up	1	558	187	practice	TRUE
24	25	trial	0	4	yes	0	left	practice	yes	left	practice_left	up	2	458	187	practice	TRUE
28	29	trial	0	5	yes	0	right	practice	yes	right	practice_right	up	1	382	187	practice	TRUE
31	32	trial	0	6	no	0	left	practice	yes	right	practice_right	down	1	521	187	practice	TRUE
34	35	trial	0	7	no	0	right	practice	yes	left	practice_left	down	1	517	187	practice	TRUE
41	42	trial	1	0	no	0	right	p9	no	left	p9_left	down	1	545	187	assess	TRUE
44	45	trial	1	1	no	0	left	p9	no	right	p9_right	up	2	468	187	assess	TRUE
48	49	trial	1	2	yes	0	left	a8	yes	left	a8_left	down	1	546	187	assess	TRUE
51	52	trial	1	3	no	0	right	a8	no	left	a8_left	down	1	495	187	assess	TRUE
54	55	trial	1	4	yes	0	right	p46	yes	right	p46_right	up	1	358	187	assess	TRUE
57	58	trial	1	5	yes	1	right	a16	no	right	a16_right	down	1	540	187	assess	TRUE
