from_seq	to_seq	event	block	trial	patt	reps	phor	stim	keep	thor	image	pdir	response	rt	set_id	type	placebo
736	737	trial	3	5	no	0	left	a71	yes	right	a71_right	up	1	501	173	train	TRUE
739	740	trial	3	6	yes	1	right	a36	yes	right	a36_right	down	1	583	173	train	TRUE
742	743	trial	3	7	no	0	right	a6	no	left	a6_left	down	1	518	173	train	TRUE
745	746	trial	3	8	yes	0	right	p45	no	right	p45_right	up	1	528	173	train	TRUE
748	749	trial	3	9	yes	1	right	p53	yes	right	p53_right	down	1	454	173	train	TRUE
751	752	trial	3	10	yes	0	left	p45	no	left	p45_left	down	1	652	173	train	TRUE
754	755	trial	3	11	yes	0	left	p53	no	left	p53_left	down	1	572	173	train	TRUE
757	758	trial	3	12	no	0	left	p8	no	right	p8_right	down	1	653	173	train	TRUE
760	761	trial	3	13	no	1	left	p32	no	right	p32_right	up	1	676	173	train	TRUE
763	764	trial	3	14	no	1	right	a37	no	left	a37_left	down	1	542	173	train	TRUE
766	767	trial	3	15	no	0	right	p53	no	left	p53_left	down	1	511	173	train	TRUE
769	770	trial	3	16	no	0	right	p8	yes	left	p8_left	up	1	484	173	train	TRUE
772	773	trial	3	17	no	1	left	a57	no	right	a57_right	up	1	597	173	train	TRUE
775	776	trial	3	18	no	0	left	p45	no	right	p45_right	down	1	539	173	train	TRUE
778	779	trial	3	19	no	0	right	a36	no	left	a36_left	up	1	507	173	train	TRUE
781	782	trial	3	20	no	0	left	p69	no	right	p69_right	up	1	626	173	train	TRUE
784	785	trial	3	21	no	1	left	p8	no	right	p8_right	down	1	511	173	train	TRUE
787	788	trial	3	22	yes	0	right	p8	no	right	p8_right	up	1	493	173	train	TRUE
790	791	trial	3	23	yes	1	right	p8	yes	right	p8_right	down	1	482	173	train	TRUE
793	794	trial	3	24	yes	0	left	p69	no	left	p69_left	up	1	546	173	train	TRUE
796	797	trial	3	25	yes	0	right	p69	no	right	p69_right	up	1	452	173	train	TRUE
799	800	trial	3	26	no	1	right	p32	yes	left	p32_left	up	1	472	173	train	TRUE
802	803	trial	3	27	no	0	left	a37	no	right	a37_right	down	1	676	173	train	TRUE
805	806	trial	3	28	no	1	right	p8	no	left	p8_left	up	1	394	173	train	TRUE
808	809	trial	3	29	no	1	left	p32	yes	right	p32_right	down	1	728	173	train	TRUE
811	812	trial	3	30	yes	1	left	p32	no	left	p32_left	down	1	636	173	train	TRUE
814	815	trial	3	31	yes	0	left	a38	yes	left	a38_left	up	1	756	173	train	TRUE
817	818	trial	3	32	yes	1	left	a6	no	left	a6_left	down	1	643	173	train	TRUE
820	821	trial	3	33	no	1	left	a36	no	right	a36_right	down	1	661	173	train	TRUE
823	824	trial	3	34	yes	1	right	a37	no	right	a37_right	down	1	491	173	train	TRUE
826	827	trial	3	35	no	1	left	p45	no	right	p45_right	down	1	558	173	train	TRUE
829	830	trial	3	36	yes	1	left	p8	yes	left	p8_left	down	1	499	173	train	TRUE
832	833	trial	3	37	no	1	left	p45	yes	right	p45_right	up	1	681	173	train	TRUE
835	836	trial	3	38	no	1	left	p8	yes	right	p8_right	up	1	598	173	train	TRUE
838	839	trial	3	39	no	1	right	a38	no	left	a38_left	down	1	514	173	train	TRUE
841	842	trial	3	40	no	1	right	p66	yes	left	p66_left	up	1	465	173	train	TRUE
844	845	trial	3	41	no	1	right	a37	yes	left	a37_left	down	1	469	173	train	TRUE
847	848	trial	3	42	no	1	left	p66	yes	right	p66_right	down	1	609	173	train	TRUE
850	851	trial	3	43	yes	1	left	a71	yes	left	a71_left	down	1	530	173	train	TRUE
853	854	trial	3	44	yes	0	left	p66	yes	left	p66_left	up	1	498	173	train	TRUE
856	857	trial	3	45	no	1	left	a37	no	right	a37_right	up	1	498	173	train	TRUE
859	860	trial	3	46	yes	1	right	p66	no	right	p66_right	up	1	555	173	train	TRUE
862	863	trial	3	47	yes	0	left	a71	no	left	a71_left	down	1	672	173	train	TRUE
865	866	trial	3	48	no	0	left	p53	yes	right	p53_right	down	1	523	173	train	TRUE
868	869	trial	3	49	no	0	left	a57	yes	right	a57_right	up	1	612	173	train	TRUE
871	872	trial	3	50	yes	1	left	p45	yes	left	p45_left	down	1	496	173	train	TRUE
874	875	trial	3	51	no	1	left	a37	yes	right	a37_right	up	1	566	173	train	TRUE
877	878	trial	3	52	yes	0	right	a71	no	right	a71_right	up	1	605	173	train	TRUE
880	881	trial	3	53	no	0	right	p66	no	left	p66_left	down	1	546	173	train	TRUE
883	884	trial	3	54	yes	0	right	p45	yes	right	p45_right	down	1	652	173	train	TRUE
886	887	trial	3	55	yes	0	right	a6	yes	right	a6_right	down	1	494	173	train	TRUE
889	890	trial	3	56	yes	0	right	p53	no	right	p53_right	up	1	596	173	train	TRUE
892	893	trial	3	57	yes	1	right	p69	yes	right	p69_right	down	1	627	173	train	TRUE
895	896	trial	3	58	yes	0	right	a38	yes	right	a38_right	up	1	441	173	train	TRUE
898	899	trial	3	59	yes	1	left	a37	yes	left	a37_left	down	1	701	173	train	TRUE
901	902	trial	3	60	no	1	right	a57	yes	left	a57_left	down	1	566	173	train	TRUE
904	905	trial	3	61	no	1	left	a6	yes	right	a6_right	down	1	533	173	train	TRUE
907	908	trial	3	62	no	0	right	p53	yes	left	p53_left	up	1	588	173	train	TRUE
910	911	trial	3	63	yes	1	right	a71	yes	right	a71_right	up	1	414	173	train	TRUE
913	914	trial	3	64	yes	1	left	a57	no	left	a57_left	down	1	600	173	train	TRUE
916	917	trial	3	65	yes	1	right	a36	no	right	a36_right	down	1	477	173	train	TRUE
919	920	trial	3	66	yes	1	left	p53	yes	left	p53_left	up	1	688	173	train	TRUE
922	923	trial	3	67	yes	1	left	a37	no	left	a37_left	down	1	669	173	train	TRUE
925	926	trial	3	68	no	1	left	p53	no	right	p53_right	down	1	593	173	train	TRUE
928	929	trial	3	69	yes	1	right	p69	no	right	p69_right	down	1	459	173	train	TRUE
931	932	trial	3	70	no	1	right	a71	no	left	a71_left	down	1	515	173	train	TRUE
934	935	trial	3	71	yes	1	right	a57	no	right	a57_right	up	1	487	173	train	TRUE
937	938	trial	3	72	no	0	left	p69	yes	right	p69_right	down	1	576	173	train	TRUE
940	941	trial	3	73	yes	1	right	p32	yes	right	p32_right	up	1	441	173	train	TRUE
943	944	trial	3	74	no	1	left	a36	yes	right	a36_right	up	1	570	173	train	TRUE
946	947	trial	3	75	yes	0	left	p69	yes	left	p69_left	up	1	641	173	train	TRUE
949	950	trial	3	76	no	1	right	a71	yes	left	a71_left	down	1	692	173	train	TRUE
952	953	trial	3	77	no	0	right	a57	no	left	a57_left	up	1	438	173	train	TRUE
955	956	trial	3	78	yes	1	left	p66	yes	left	p66_left	up	1	452	173	train	TRUE
958	959	trial	3	79	no	0	left	a38	no	right	a38_right	up	1	500	173	train	TRUE
961	962	trial	3	80	no	1	left	a38	no	right	a38_right	up	1	518	173	train	TRUE
964	965	trial	3	81	yes	0	right	p32	no	right	p32_right	down	1	698	173	train	TRUE
967	968	trial	3	82	no	1	right	p45	no	left	p45_left	down	1	546	173	train	TRUE
970	971	trial	3	83	no	0	left	p32	yes	right	p32_right	down	1	719	173	train	TRUE
973	974	trial	3	84	yes	1	left	a57	yes	left	a57_left	up	1	661	173	train	TRUE
976	977	trial	3	85	yes	0	right	a37	yes	right	a37_right	up	1	592	173	train	TRUE
979	980	trial	3	86	no	1	left	p53	yes	right	p53_right	up	1	546	173	train	TRUE
982	983	trial	3	87	yes	0	left	a37	no	left	a37_left	down	1	516	173	train	TRUE
985	986	trial	3	88	yes	1	right	a6	no	right	a6_right	up	1	512	173	train	TRUE
988	989	trial	3	89	no	0	right	p69	no	left	p69_left	up	1	517	173	train	TRUE
991	992	trial	3	90	yes	0	right	a71	yes	right	a71_right	up	1	411	173	train	TRUE
994	995	trial	3	91	yes	0	left	a36	no	left	a36_left	down	1	574	173	train	TRUE
997	998	trial	3	92	no	0	right	a38	no	left	a38_left	down	1	575	173	train	TRUE
1000	1001	trial	3	93	no	0	right	a38	yes	left	a38_left	down	1	614	173	train	TRUE
1003	1004	trial	3	94	no	0	right	p8	no	left	p8_left	down	1	583	173	train	TRUE
1006	1007	trial	3	95	yes	1	left	p8	no	left	p8_left	down	1	583	173	train	TRUE
12	13	trial	0	0	yes	0	left	practice	yes	left	practice_left	down	3	NA	180	practice	TRUE
16	17	trial	0	1	yes	0	right	practice	yes	right	practice_right	up	1	400	180	practice	TRUE
19	20	trial	0	2	no	0	right	practice	no	left	practice_left	down	1	408	180	practice	TRUE
22	23	trial	0	3	no	0	left	practice	yes	right	practice_right	up	2	287	180	practice	TRUE
28	29	trial	0	4	no	0	right	practice	yes	left	practice_left	up	1	338	180	practice	TRUE
31	32	trial	0	5	no	0	left	practice	no	right	practice_right	down	1	369	180	practice	TRUE
34	35	trial	0	6	yes	0	right	practice	no	right	practice_right	down	2	335	180	practice	TRUE
38	39	trial	0	7	yes	0	left	practice	no	left	practice_left	up	2	516	180	practice	TRUE
46	47	trial	1	0	no	1	right	a25	yes	left	a25_left	down	1	571	180	assess	TRUE
49	50	trial	1	1	yes	0	left	p25	no	left	p25_left	down	1	512	180	assess	TRUE
52	53	trial	1	2	no	0	left	p31	no	right	p31_right	up	2	579	180	assess	TRUE
56	57	trial	1	3	no	0	left	a38	yes	right	a38_right	up	2	375	180	assess	TRUE
61	62	trial	1	4	yes	1	left	p25	no	left	p25_left	up	2	421	180	assess	TRUE
65	66	trial	1	5	yes	0	right	a38	no	right	a38_right	down	1	368	180	assess	TRUE
68	69	trial	1	6	no	0	left	p25	no	right	p25_right	up	1	567	180	assess	TRUE
71	72	trial	1	7	yes	1	left	a62	no	left	a62_left	down	1	450	180	assess	TRUE
74	75	trial	1	8	no	1	left	a47	no	right	a47_right	down	1	484	180	assess	TRUE
77	78	trial	1	9	no	0	right	p23	yes	left	p23_left	up	1	397	180	assess	TRUE
80	81	trial	1	10	yes	1	right	a62	yes	right	a62_right	up	1	535	180	assess	TRUE
83	84	trial	1	11	no	0	right	p25	no	left	p25_left	down	2	565	180	assess	TRUE
87	88	trial	1	12	no	0	left	p23	no	right	p23_right	down	1	534	180	assess	TRUE
90	91	trial	1	13	no	1	right	p25	yes	left	p25_left	up	1	444	180	assess	TRUE
93	94	trial	1	14	no	1	right	p45	yes	left	p45_left	down	1	417	180	assess	TRUE
96	97	trial	1	15	no	0	left	a25	no	right	a25_right	up	1	647	180	assess	TRUE
99	100	trial	1	16	yes	0	left	a62	no	left	a62_left	down	1	379	180	assess	TRUE
102	103	trial	1	17	yes	1	right	p31	no	right	p31_right	down	1	617	180	assess	TRUE
105	106	trial	1	18	no	1	right	p25	no	left	p25_left	down	2	504	180	assess	TRUE
109	110	trial	1	19	yes	0	right	a47	yes	right	a47_right	down	1	633	180	assess	TRUE
112	113	trial	1	20	yes	0	left	a62	yes	left	a62_left	down	1	464	180	assess	TRUE
115	116	trial	1	21	yes	1	right	p25	yes	right	p25_right	down	1	485	180	assess	TRUE
118	119	trial	1	22	no	0	right	a25	yes	left	a25_left	down	1	454	180	assess	TRUE
121	122	trial	1	23	yes	0	left	p45	yes	left	p45_left	up	2	502	180	assess	TRUE
125	126	trial	1	24	yes	1	left	a25	yes	left	a25_left	down	1	408	180	assess	TRUE
128	129	trial	1	25	yes	1	right	a38	yes	right	a38_right	down	1	542	180	assess	TRUE
131	132	trial	1	26	yes	0	left	p25	yes	left	p25_left	up	1	617	180	assess	TRUE
134	135	trial	1	27	no	0	right	a47	yes	left	a47_left	up	1	711	180	assess	TRUE
137	138	trial	1	28	no	0	right	p31	no	left	p31_left	up	1	587	180	assess	TRUE
140	141	trial	1	29	yes	0	left	a38	yes	left	a38_left	down	1	498	180	assess	TRUE
143	144	trial	1	30	no	1	right	a38	no	left	a38_left	up	1	712	180	assess	TRUE
146	147	trial	1	31	no	1	left	p25	yes	right	p25_right	up	2	477	180	assess	TRUE
150	151	trial	1	32	yes	0	left	a38	no	left	a38_left	down	1	520	180	assess	TRUE
153	154	trial	1	33	yes	0	right	a38	yes	right	a38_right	up	1	476	180	assess	TRUE
156	157	trial	1	34	no	1	left	a38	no	right	a38_right	down	1	459	180	assess	TRUE
159	160	trial	1	35	no	0	left	p23	yes	right	p23_right	down	1	471	180	assess	TRUE
162	163	trial	1	36	no	0	left	a25	yes	right	a25_right	down	1	807	180	assess	TRUE
165	166	trial	1	37	no	0	right	a25	no	left	a25_left	down	1	484	180	assess	TRUE
168	169	trial	1	38	no	1	left	p45	yes	right	p45_right	up	1	566	180	assess	TRUE
171	172	trial	1	39	yes	0	left	p23	no	left	p23_left	up	2	732	180	assess	TRUE
175	176	trial	1	40	yes	0	left	a25	yes	left	a25_left	up	2	946	180	assess	TRUE
179	180	trial	1	41	no	1	right	a25	no	left	a25_left	up	1	504	180	assess	TRUE
182	183	trial	1	42	yes	1	right	p31	yes	right	p31_right	up	1	930	180	assess	TRUE
185	186	trial	1	43	yes	0	right	p45	yes	right	p45_right	up	1	427	180	assess	TRUE
188	189	trial	1	44	no	1	left	p31	yes	right	p31_right	up	1	498	180	assess	TRUE
191	192	trial	1	45	no	0	left	p45	yes	right	p45_right	down	1	516	180	assess	TRUE
194	195	trial	1	46	no	1	left	a62	yes	right	a62_right	down	1	591	180	assess	TRUE
197	198	trial	1	47	yes	1	left	p45	no	left	p45_left	up	2	505	180	assess	TRUE
202	203	trial	1	48	no	1	right	p23	no	left	p23_left	up	1	546	180	assess	TRUE
205	206	trial	1	49	yes	0	right	a47	no	right	a47_right	up	1	552	180	assess	TRUE
208	209	trial	1	50	no	1	right	p45	no	left	p45_left	down	1	563	180	assess	TRUE
211	212	trial	1	51	no	1	right	p31	no	left	p31_left	up	1	610	180	assess	TRUE
214	215	trial	1	52	yes	0	left	p45	no	left	p45_left	up	1	676	180	assess	TRUE
217	218	trial	1	53	yes	0	right	a25	no	right	a25_right	down	1	666	180	assess	TRUE
220	221	trial	1	54	yes	1	left	a38	yes	left	a38_left	down	1	470	180	assess	TRUE
223	224	trial	1	55	yes	0	right	p25	yes	right	p25_right	down	1	509	180	assess	TRUE
226	227	trial	1	56	yes	1	left	a38	no	left	a38_left	up	1	700	180	assess	TRUE
229	230	trial	1	57	no	1	right	a38	yes	left	a38_left	up	1	552	180	assess	TRUE
232	233	trial	1	58	no	0	left	p25	yes	right	p25_right	up	1	658	180	assess	TRUE
235	236	trial	1	59	no	1	right	a62	yes	left	a62_left	down	1	681	180	assess	TRUE
238	239	trial	1	60	no	0	right	a38	no	left	a38_left	down	2	769	180	assess	TRUE
242	243	trial	1	61	no	0	right	a47	no	left	a47_left	up	1	532	180	assess	TRUE
245	246	trial	1	62	no	1	left	p45	no	right	p45_right	up	1	655	180	assess	TRUE
248	249	trial	1	63	yes	1	right	a47	no	right	a47_right	down	1	709	180	assess	TRUE
255	256	trial	2	0	no	1	right	a47	yes	left	a47_left	down	1	506	180	assess	TRUE
258	259	trial	2	1	yes	1	right	a47	yes	right	a47_right	up	2	947	180	assess	TRUE
262	263	trial	2	2	yes	1	left	p23	no	left	p23_left	up	1	559	180	assess	TRUE
265	266	trial	2	3	no	0	right	p25	yes	left	p25_left	down	1	427	180	assess	TRUE
268	269	trial	2	4	yes	1	left	a47	no	left	a47_left	up	1	820	180	assess	TRUE
271	272	trial	2	5	no	0	left	a62	no	right	a62_right	down	1	446	180	assess	TRUE
274	275	trial	2	6	no	1	left	a25	yes	right	a25_right	down	2	709	180	assess	TRUE
278	279	trial	2	7	yes	0	right	p23	no	right	p23_right	up	1	611	180	assess	TRUE
281	282	trial	2	8	yes	0	left	p31	no	left	p31_left	up	1	693	180	assess	TRUE
284	285	trial	2	9	no	0	right	a62	no	left	a62_left	down	1	716	180	assess	TRUE
287	288	trial	2	10	no	1	left	p31	no	right	p31_right	up	1	707	180	assess	TRUE
290	291	trial	2	11	yes	1	right	p45	yes	right	p45_right	down	1	570	180	assess	TRUE
293	294	trial	2	12	no	0	right	p45	no	left	p45_left	up	1	604	180	assess	TRUE
296	297	trial	2	13	no	0	right	p31	yes	left	p31_left	down	1	547	180	assess	TRUE
299	300	trial	2	14	no	0	left	a38	no	right	a38_right	up	1	697	180	assess	TRUE
302	303	trial	2	15	yes	1	right	a62	no	right	a62_right	down	3	NA	180	assess	TRUE
310	311	trial	2	15	yes	1	right	a62	no	right	a62_right	down	1	590	180	assess	TRUE
313	314	trial	2	16	no	0	left	a47	no	right	a47_right	up	1	714	180	assess	TRUE
316	317	trial	2	17	yes	0	right	p31	yes	right	p31_right	up	1	502	180	assess	TRUE
319	326	trial	2	18	yes	0	left	p23	yes	left	p23_left	down	NA	NA	180	assess	TRUE
326	327	trial	2	18	yes	0	left	p23	yes	left	p23_left	down	1	429	180	assess	TRUE
329	330	trial	2	19	yes	1	left	p31	yes	left	p31_left	up	2	433	180	assess	TRUE
333	334	trial	2	20	no	1	left	a38	yes	right	a38_right	down	1	427	180	assess	TRUE
336	337	trial	2	21	no	1	left	p23	yes	right	p23_right	down	1	445	180	assess	TRUE
339	340	trial	2	22	yes	1	right	a25	no	right	a25_right	down	1	524	180	assess	TRUE
342	343	trial	2	23	yes	1	left	a25	no	left	a25_left	up	1	630	180	assess	TRUE
345	346	trial	2	24	yes	0	left	p31	yes	left	p31_left	up	2	453	180	assess	TRUE
349	350	trial	2	25	yes	0	left	a47	no	left	a47_left	up	1	595	180	assess	TRUE
352	353	trial	2	26	yes	0	right	p45	no	right	p45_right	down	1	695	180	assess	TRUE
355	356	trial	2	27	no	1	left	a47	yes	right	a47_right	up	1	603	180	assess	TRUE
358	359	trial	2	28	no	0	left	a62	yes	right	a62_right	up	2	505	180	assess	TRUE
362	363	trial	2	29	yes	1	right	a38	no	right	a38_right	up	1	574	180	assess	TRUE
365	366	trial	2	30	no	0	right	p23	no	left	p23_left	up	1	512	180	assess	TRUE
368	369	trial	2	31	no	0	left	p45	no	right	p45_right	up	1	593	180	assess	TRUE
371	372	trial	2	32	no	0	right	p45	yes	left	p45_left	down	2	496	180	assess	TRUE
375	376	trial	2	33	yes	0	left	a25	no	left	a25_left	up	1	751	180	assess	TRUE
378	379	trial	2	34	no	1	left	p25	no	right	p25_right	down	1	507	180	assess	TRUE
381	382	trial	2	35	yes	0	left	a47	yes	left	a47_left	down	1	538	180	assess	TRUE
384	385	trial	2	36	no	0	left	a47	yes	right	a47_right	down	1	429	180	assess	TRUE
387	388	trial	2	37	no	1	right	a62	no	left	a62_left	up	1	642	180	assess	TRUE
390	391	trial	2	38	no	1	right	p31	yes	left	p31_left	up	1	421	180	assess	TRUE
393	394	trial	2	39	yes	1	right	p23	no	right	p23_right	down	2	517	180	assess	TRUE
397	398	trial	2	40	no	1	left	a25	no	right	a25_right	down	1	686	180	assess	TRUE
400	401	trial	2	41	yes	0	right	p31	no	right	p31_right	up	1	517	180	assess	TRUE
403	404	trial	2	42	yes	0	right	a25	yes	right	a25_right	down	1	488	180	assess	TRUE
406	407	trial	2	43	yes	1	left	p23	yes	left	p23_left	up	1	644	180	assess	TRUE
409	410	trial	2	44	yes	1	left	p25	yes	left	p25_left	down	1	547	180	assess	TRUE
412	413	trial	2	45	no	1	right	a47	no	left	a47_left	up	1	469	180	assess	TRUE
415	416	trial	2	46	yes	0	right	p23	yes	right	p23_right	down	2	500	180	assess	TRUE
419	420	trial	2	47	yes	1	left	a47	yes	left	a47_left	up	1	599	180	assess	TRUE
422	423	trial	2	48	yes	1	right	a25	yes	right	a25_right	down	1	561	180	assess	TRUE
425	426	trial	2	49	yes	0	right	a62	no	right	a62_right	down	1	543	180	assess	TRUE
428	429	trial	2	50	yes	1	right	p45	no	right	p45_right	up	1	551	180	assess	TRUE
431	432	trial	2	51	no	0	right	a62	yes	left	a62_left	down	1	506	180	assess	TRUE
434	435	trial	2	52	no	0	right	a38	yes	left	a38_left	up	1	572	180	assess	TRUE
437	438	trial	2	53	yes	0	right	p25	no	right	p25_right	down	1	504	180	assess	TRUE
440	441	trial	2	54	yes	1	left	p45	yes	left	p45_left	down	1	490	180	assess	TRUE
443	444	trial	2	55	no	1	left	p23	no	right	p23_right	down	1	555	180	assess	TRUE
446	447	trial	2	56	yes	1	left	p31	no	left	p31_left	up	1	669	180	assess	TRUE
449	450	trial	2	57	no	0	left	p31	yes	right	p31_right	down	1	551	180	assess	TRUE
452	453	trial	2	58	yes	1	right	p25	no	right	p25_right	down	1	673	180	assess	TRUE
455	456	trial	2	59	no	1	right	p23	yes	left	p23_left	up	1	481	180	assess	TRUE
458	459	trial	2	60	yes	0	right	a62	yes	right	a62_right	up	1	506	180	assess	TRUE
461	462	trial	2	61	yes	1	right	p23	yes	right	p23_right	up	1	469	180	assess	TRUE
464	465	trial	2	62	yes	1	left	a62	yes	left	a62_left	down	1	861	180	assess	TRUE
467	468	trial	2	63	no	1	left	a62	no	right	a62_right	down	1	450	180	assess	TRUE
12	13	trial	0	0	yes	0	left	practice	yes	left	practice_left	down	3	NA	186	practice	TRUE
16	17	trial	0	1	yes	0	right	practice	yes	right	practice_right	down	2	304	186	practice	TRUE
21	22	trial	0	2	no	0	left	practice	no	right	practice_right	up	2	658	186	practice	TRUE
25	26	trial	0	3	no	0	right	practice	yes	left	practice_left	down	1	661	186	practice	TRUE
28	29	trial	0	4	no	0	right	practice	no	left	practice_left	up	1	478	186	practice	TRUE
31	32	trial	0	5	yes	0	right	practice	no	right	practice_right	up	1	473	186	practice	TRUE
34	35	trial	0	6	yes	0	left	practice	no	left	practice_left	up	1	538	186	practice	TRUE
37	38	trial	0	7	no	0	left	practice	yes	right	practice_right	down	1	570	186	practice	TRUE
44	45	trial	1	0	no	1	left	p1	no	right	p1_right	down	1	569	186	assess	TRUE
47	48	trial	1	1	yes	1	left	a13	no	left	a13_left	up	1	657	186	assess	TRUE
50	51	trial	1	2	yes	0	right	a9	yes	right	a9_right	up	1	503	186	assess	TRUE
53	54	trial	1	3	no	0	left	p1	no	right	p1_right	down	1	516	186	assess	TRUE
56	57	trial	1	4	no	1	right	a9	no	left	a9_left	down	2	406	186	assess	TRUE
60	61	trial	1	5	yes	1	left	a56	yes	left	a56_left	down	1	410	186	assess	TRUE
63	64	trial	1	6	no	0	left	a56	no	right	a56_right	down	1	499	186	assess	TRUE
66	67	trial	1	7	no	1	left	a9	no	right	a9_right	up	2	471	186	assess	TRUE
70	71	trial	1	8	yes	0	left	a56	yes	left	a56_left	down	2	445	186	assess	TRUE
74	75	trial	1	9	yes	0	left	p2	yes	left	p2_left	up	1	543	186	assess	TRUE
77	78	trial	1	10	no	1	left	a51	yes	right	a51_right	up	1	561	186	assess	TRUE
80	81	trial	1	11	no	1	left	a56	yes	right	a56_right	up	1	595	186	assess	TRUE
83	84	trial	1	12	yes	0	left	a56	no	left	a56_left	down	1	526	186	assess	TRUE
86	87	trial	1	13	no	1	left	p2	yes	right	p2_right	down	1	465	186	assess	TRUE
89	90	trial	1	14	no	0	left	p2	yes	right	p2_right	up	1	584	186	assess	TRUE
92	93	trial	1	15	no	0	right	p2	yes	left	p2_left	down	1	587	186	assess	TRUE
95	96	trial	1	16	yes	1	left	p2	no	left	p2_left	down	1	728	186	assess	TRUE
98	99	trial	1	17	yes	0	right	p53	yes	right	p53_right	up	1	873	186	assess	TRUE
101	102	trial	1	18	yes	1	right	p69	yes	right	p69_right	up	1	554	186	assess	TRUE
104	105	trial	1	19	yes	1	right	p53	no	right	p53_right	down	1	486	186	assess	TRUE
107	108	trial	1	20	no	0	right	a13	yes	left	a13_left	up	1	574	186	assess	TRUE
110	111	trial	1	21	no	1	left	a51	no	right	a51_right	up	1	656	186	assess	TRUE
113	114	trial	1	22	yes	0	right	a13	no	right	a13_right	up	1	556	186	assess	TRUE
116	117	trial	1	23	no	0	right	a56	yes	left	a56_left	down	1	647	186	assess	TRUE
119	120	trial	1	24	no	0	right	p1	yes	left	p1_left	down	1	636	186	assess	TRUE
122	123	trial	1	25	no	0	right	a9	no	left	a9_left	up	1	464	186	assess	TRUE
125	126	trial	1	26	yes	1	left	p1	yes	left	p1_left	down	1	655	186	assess	TRUE
128	129	trial	1	27	no	0	left	a51	yes	right	a51_right	down	1	494	186	assess	TRUE
131	132	trial	1	28	yes	0	right	a9	no	right	a9_right	down	1	557	186	assess	TRUE
134	135	trial	1	29	no	0	right	a13	no	left	a13_left	down	1	535	186	assess	TRUE
137	138	trial	1	30	yes	1	left	a51	yes	left	a51_left	down	1	539	186	assess	TRUE
140	141	trial	1	31	yes	0	right	a56	yes	right	a56_right	up	1	514	186	assess	TRUE
143	144	trial	1	32	no	1	right	p2	yes	left	p2_left	up	1	450	186	assess	TRUE
146	147	trial	1	33	no	1	right	a51	yes	left	a51_left	up	1	474	186	assess	TRUE
149	150	trial	1	34	yes	0	left	p53	yes	left	p53_left	up	1	587	186	assess	TRUE
152	153	trial	1	35	yes	0	left	p69	yes	left	p69_left	up	1	525	186	assess	TRUE
155	156	trial	1	36	no	0	right	a51	yes	left	a51_left	down	1	519	186	assess	TRUE
158	159	trial	1	37	yes	0	right	a51	no	right	a51_right	up	1	553	186	assess	TRUE
161	162	trial	1	38	yes	0	left	a13	no	left	a13_left	down	1	533	186	assess	TRUE
164	165	trial	1	39	no	0	left	p2	no	right	p2_right	up	1	534	186	assess	TRUE
167	168	trial	1	40	no	1	right	a56	no	left	a56_left	up	1	474	186	assess	TRUE
170	171	trial	1	41	no	1	left	p53	no	right	p53_right	down	1	492	186	assess	TRUE
173	174	trial	1	42	yes	1	left	p53	yes	left	p53_left	up	1	546	186	assess	TRUE
176	177	trial	1	43	no	1	left	p53	yes	right	p53_right	up	1	553	186	assess	TRUE
179	180	trial	1	44	yes	0	left	p1	no	left	p1_left	down	1	566	186	assess	TRUE
182	183	trial	1	45	yes	0	left	p69	no	left	p69_left	down	1	489	186	assess	TRUE
185	186	trial	1	46	yes	0	left	p2	no	left	p2_left	up	1	582	186	assess	TRUE
188	189	trial	1	47	yes	1	left	p69	no	left	p69_left	up	1	499	186	assess	TRUE
191	192	trial	1	48	yes	1	right	a9	no	right	a9_right	up	1	602	186	assess	TRUE
194	195	trial	1	49	no	0	left	p1	yes	right	p1_right	down	1	521	186	assess	TRUE
197	198	trial	1	50	yes	1	right	p69	no	right	p69_right	up	1	532	186	assess	TRUE
200	201	trial	1	51	no	1	right	a13	no	left	a13_left	down	1	596	186	assess	TRUE
203	204	trial	1	52	no	0	right	p2	no	left	p2_left	down	1	506	186	assess	TRUE
206	207	trial	1	53	yes	1	right	p2	yes	right	p2_right	down	1	672	186	assess	TRUE
209	210	trial	1	54	no	1	right	p1	yes	left	p1_left	up	1	655	186	assess	TRUE
212	213	trial	1	55	no	0	left	p53	no	right	p53_right	up	1	635	186	assess	TRUE
215	216	trial	1	56	yes	1	right	a9	yes	right	a9_right	up	1	435	186	assess	TRUE
218	219	trial	1	57	yes	0	right	p2	yes	right	p2_right	down	2	470	186	assess	TRUE
222	223	trial	1	58	yes	1	right	a13	no	right	a13_right	up	1	447	186	assess	TRUE
225	226	trial	1	59	no	1	right	a51	no	left	a51_left	down	1	553	186	assess	TRUE
228	229	trial	1	60	yes	0	right	p53	no	right	p53_right	down	1	594	186	assess	TRUE
231	232	trial	1	61	no	1	right	p1	no	left	p1_left	down	1	484	186	assess	TRUE
234	235	trial	1	62	yes	1	right	a51	yes	right	a51_right	down	1	504	186	assess	TRUE
237	238	trial	1	63	no	1	left	a13	yes	right	a13_right	up	1	663	186	assess	TRUE
240	241	trial	1	64	yes	1	right	a13	yes	right	a13_right	up	1	632	186	assess	TRUE
243	244	trial	1	65	no	0	right	p1	no	left	p1_left	up	1	460	186	assess	TRUE
246	247	trial	1	66	yes	0	left	a9	no	left	a9_left	up	1	570	186	assess	TRUE
